trigram,frequency,percentage
FDP,2340,0.00025711059117636005
Var,2337,0.00025678096221331344
Kör,2336,0.0002566710858922979
Alb,2332,0.00025623158060823575
Abw,2330,0.00025601182796620466
har,2328,0.0002557920753241736
Gam,2319,0.00025480318843503375
hol,2316,0.00025447355947198714
Anh,2314,0.00025425380682995606
Ato,2310,0.00025381430154589393
Ruh,2308,0.00025359454890386284
Las,2306,0.00025337479626183176
Lis,2304,0.00025315504361980067
Vir,2303,0.00025304516729878515
Jen,2297,0.0002523859093726919
Len,2296,0.00025227603305167637
Vat,2294,0.0002520562804096453
Lit,2291,0.0002517266514465987
Wun,2282,0.00025073776455745886
Bot,2272,0.00024963900134730347
Rie,2272,0.00024963900134730347
sto,2270,0.0002494192487052724
Heu,2268,0.0002491994960632413
Rom,2264,0.00024875999077917917
Haa,2260,0.000248320485495117
Sek,2254,0.0002476612275690238
Rek,2252,0.0002474414749269927
Eli,2251,0.0002473315986059771
Bio,2240,0.0002461229590748062
äuß,2235,0.0002455735774697285
Oli,2233,0.00024535382482769743
Umg,2232,0.0002452439485066819
dig,2230,0.0002450241958646508
inz,2229,0.0002449143195436353
Les,2220,0.00024392543265449543
kli,2220,0.00024392543265449543
Mie,2220,0.00024392543265449543
Age,2217,0.00024359580369144883
Zur,2216,0.00024348592737043328
Kei,2215,0.00024337605104941777
Got,2206,0.0002423871641602779
höc,2206,0.0002423871641602779
Ehr,2205,0.00024227728783926238
Ehe,2201,0.00024183778255520023
Hen,2200,0.00024172790623418468
fäl,2198,0.0002415081535921536
Pfa,2195,0.000241178524629107
mil,2187,0.0002402995140609827
Oly,2185,0.0002400797614189516
mas,2183,0.0002398600087769205
Gei,2182,0.000239750132455905
bem,2179,0.00023942050349285836
Dra,2177,0.0002392007508508273
Loc,2174,0.00023887112188778067
nim,2172,0.0002386513692457496
bil,2170,0.00023843161660371852
fri,2169,0.00023832174028270297
Sat,2167,0.0002381019876406719
Tal,2164,0.00023777235867762528
ähn,2155,0.00023678347178848543
Sze,2155,0.00023678347178848543
Dom,2153,0.00023656371914645437
Erh,2147,0.00023590446122036113
Let,2141,0.0002352452032942679
Deb,2138,0.0002349155743312213
Koc,2137,0.00023480569801020575
Bac,2131,0.00023414644008411253
eri,2130,0.000234036563763097
Ita,2126,0.00023359705847903484
Bul,2113,0.00023216866630583282
Mob,2105,0.00023128965573770852
Ode,2086,0.00022920200563841329
Hit,2086,0.00022920200563841329
Lad,2082,0.00022876250035435113
Öff,2078,0.00022832299507028898
bun,2071,0.0002275538608231802
Saa,2071,0.0002275538608231802
Tau,2064,0.00022678472657607145
Pal,2062,0.00022656497393404036
ras,2054,0.00022568596336591606
Fle,2051,0.00022535633440286945
Zin,2051,0.00022535633440286945
Bid,2050,0.0002252464580818539
bit,2048,0.00022502670543982282
mod,2047,0.0002249168291188073
Sof,2044,0.00022458720015576067
300,2038,0.00022392794222966743
Leo,2035,0.00022359831326662082
Rin,2034,0.00022348843694560528
jen,2032,0.00022326868430357422
Näh,2031,0.00022315880798255867
Det,2031,0.00022315880798255867
Wür,2029,0.00022293905534052759
Wac,2028,0.00022282917901951207
Suc,2026,0.00022260942637748098
Bon,2025,0.00022249955005646544
Clu,2024,0.0002223896737354499
rie,2023,0.00022227979741443437
Far,2021,0.00022206004477240329
irg,2017,0.00022162053948834114
stü,2016,0.0002215106631673256
Air,2014,0.00022129091052529453
Toc,2013,0.00022118103420427899
Zwa,2009,0.00022074152892021684
Eck,2007,0.00022052177627818575
Ama,2007,0.00022052177627818575
une,2002,0.00021997239467310805
Lon,2000,0.000219752642031077
Sim,1996,0.0002193131367470148
Daf,1990,0.0002186538788209216
Pot,1990,0.0002186538788209216
Liv,1988,0.0002184341261788905
Amp,1985,0.0002181044972158439
ant,1985,0.0002181044972158439
sit,1985,0.0002181044972158439
Hom,1982,0.00021777486825279727
dic,1980,0.0002175551156107662
hör,1976,0.00021711561032670406
fie,1972,0.0002166761050426419
los,1965,0.00021590697079553313
dis,1959,0.0002152477128694399
Bec,1959,0.0002152477128694399
Sym,1953,0.00021458845494334668
Cla,1952,0.00021447857862233114
Jon,1952,0.00021447857862233114
the,1947,0.00021392919701725344
Wit,1946,0.0002138193206962379
Emp,1937,0.00021283043380709805
Tot,1934,0.00021250080484405145
völ,1927,0.00021173167059694266
Kai,1927,0.00021173167059694266
Fak,1922,0.00021118228899186497
par,1920,0.0002109625363498339
Kro,1906,0.00020942426785561637
Blo,1905,0.00020931439153460082
Ref,1904,0.00020920451521358528
Anb,1903,0.00020909463889256974
unk,1896,0.00020832550464546098
änd,1895,0.00020821562832444544
übr,1892,0.00020788599936139883
ÖVP,1892,0.00020788599936139883
Cen,1888,0.00020744649407733668
Del,1886,0.0002072267414353056
Tas,1883,0.00020689711247225899
Ken,1881,0.0002066773598302279
fli,1878,0.0002063477308671813
Jou,1874,0.00020590822558311914
rau,1868,0.0002052489676570259
Dah,1865,0.00020491933869397927
Klu,1865,0.00020491933869397927
Omi,1864,0.00020480946237296375
lös,1857,0.00020404032812585497
Jus,1856,0.00020393045180483943
Job,1853,0.00020360082284179282
Wid,1852,0.00020349094652077728
Kel,1842,0.00020239218331062189
Häl,1834,0.00020151317274249759
jem,1834,0.00020151317274249759
Ten,1832,0.00020129342010046652
Ras,1829,0.0002009637911374199
gre,1828,0.00020085391481640435
Sma,1827,0.00020074403849538883
Ame,1827,0.00020074403849538883
Erz,1824,0.0002004144095323422
tec,1817,0.00019964527528523344
NRW,1811,0.0001989860173591402
Pil,1811,0.0001989860173591402
ech,1811,0.0001989860173591402
nöt,1804,0.00019821688311203145
euc,1802,0.00019799713047000036
Fli,1800,0.00019777737782796927
Ist,1799,0.00019766750150695375
wec,1798,0.0001975576251859382
Koa,1796,0.00019733787254390712
Ski,1795,0.00019722799622289158
Soh,1788,0.00019645886197578282
Bek,1788,0.00019645886197578282
Arc,1782,0.00019579960404968958
Cam,1776,0.00019514034612359637
bau,1775,0.00019503046980258083
Mäd,1773,0.00019481071716054974
näm,1773,0.00019481071716054974
res,1769,0.00019437121187648759
Ord,1765,0.00019393170659242544
Fro,1759,0.0001932724486663322
Pha,1756,0.0001929428197032856
Get,1756,0.0001929428197032856
Mau,1756,0.0001929428197032856
Seb,1754,0.0001927230670612545
pra,1748,0.0001920638091351613
Upd,1748,0.0001920638091351613
Has,1745,0.00019173418017211466
mut,1743,0.0001915144275300836
Bör,1742,0.00019140455120906805
Dac,1741,0.0001912946748880525
Sau,1738,0.0001909650459250059
Url,1737,0.00019085516960399036
öst,1736,0.00019074529328297481
zwö,1733,0.0001904156643199282
kür,1733,0.0001904156643199282
rüc,1731,0.00019019591167789712
täg,1726,0.00018964653007281943
Zul,1723,0.00018931690110977282
aut,1722,0.00018920702478875728
rot,1721,0.00018909714846774173
erö,1712,0.0001881082615786019
Koh,1708,0.00018766875629453974
Cit,1708,0.00018766875629453974
fer,1704,0.0001872292510104776
Inh,1700,0.00018678974572641544
wid,1699,0.0001866798694053999
gra,1699,0.0001866798694053999
Nah,1680,0.00018459221930610466
Kab,1669,0.00018338357977493373
Ini,1668,0.0001832737034539182
rel,1663,0.00018272432184884051
Nas,1661,0.00018250456920680943
noc,1656,0.00018195518760173173
Ärz,1647,0.0001809663007125919
Hub,1642,0.0001804169191075142
nen,1642,0.0001804169191075142
org,1638,0.00017997741382345204
ält,1638,0.00017997741382345204
Boo,1636,0.00017975766118142098
anh,1634,0.0001795379085393899
wan,1632,0.0001793181558973588
Luk,1621,0.0001781095163661879
Rak,1620,0.00017799964004517235
Opt,1619,0.0001778897637241568
gee,1619,0.0001778897637241568
gru,1618,0.00017777988740314127
sam,1615,0.00017745025844009466
Joe,1607,0.00017657124787197036
zog,1600,0.00017580211362486158
Roh,1599,0.00017569223730384603
Mad,1596,0.00017536260834079943
Tex,1594,0.00017514285569876836
198,1593,0.00017503297937775282
fuh,1593,0.00017503297937775282
Col,1589,0.00017459347409369067
sah,1589,0.00017459347409369067
spü,1588,0.00017448359777267513
Dau,1587,0.00017437372145165958
mor,1587,0.00017437372145165958
Num,1583,0.00017393421616759743
beo,1583,0.00017393421616759743
Wec,1581,0.00017371446352556634
Tis,1580,0.00017360458720455083
kra,1578,0.00017338483456251974
Boc,1575,0.00017305520559947313
Cas,1574,0.0001729453292784576
Spu,1570,0.00017250582399439544
Val,1566,0.0001720663187103333
inv,1566,0.0001720663187103333
Mik,1563,0.00017173668974728665
Leg,1560,0.00017140706078424005
sen,1554,0.0001707478028581468
Dop,1551,0.0001704181738951002
kan,1549,0.00017019842125306912
Mee,1549,0.00017019842125306912
med,1548,0.00017008854493205357
Flä,1547,0.00016997866861103805
Vis,1546,0.0001698687922900225
Dig,1537,0.00016887990540088267
Mun,1534,0.00016855027643783603
Eve,1533,0.00016844040011682051
Wat,1528,0.00016789101851174282
Are,1528,0.00016789101851174282
Sar,1525,0.0001675613895486962
hän,1525,0.0001675613895486962
anf,1523,0.00016734163690666513
Van,1522,0.00016723176058564958
hil,1522,0.00016723176058564958
Bit,1519,0.00016690213162260298
tot,1518,0.00016679225530158743
Nik,1516,0.00016657250265955634
Sec,1515,0.0001664626263385408
led,1510,0.00016591324473346313
his,1509,0.0001658033684124476
wün,1509,0.0001658033684124476
Hes,1509,0.0001658033684124476
Ass,1508,0.00016569349209143204
Zer,1506,0.00016547373944940095
Plu,1505,0.00016536386312838544
Düs,1499,0.0001647046052022922
opt,1498,0.00016459472888127665
Dok,1497,0.0001644848525602611
Nür,1496,0.0001643749762392456
plö,1496,0.0001643749762392456
mon,1491,0.0001638255946341679
som,1481,0.0001627268314240125
Tir,1471,0.00016162806821385712
You,1470,0.00016151819189284158
150,1468,0.00016129843925081052
Tsc,1467,0.00016118856292979497
gün,1464,0.00016085893396674834
san,1459,0.00016030955236167064
400,1457,0.00016008979971963958
wac,1452,0.0001595404181145619
Häu,1445,0.0001587712838674531
Los,1444,0.0001586614075464376
Tom,1442,0.0001584416549044065
Can,1442,0.0001584416549044065
Roc,1441,0.00015833177858339095
ohn,1432,0.0001573428916942511
ler,1431,0.00015723301537323557
Att,1430,0.00015712313905222005
Zel,1427,0.00015679351008917342
Alp,1424,0.0001564638811261268
Goo,1424,0.0001564638811261268
spo,1423,0.00015635400480511127
Krä,1423,0.00015635400480511127
tau,1422,0.00015624412848409572
Kit,1419,0.00015591449952104912
zen,1419,0.00015591449952104912
Wic,1416,0.0001555848705580025
unm,1415,0.00015547499423698697
Anr,1414,0.00015536511791597142
Sou,1412,0.00015514536527394036
Jac,1407,0.00015459598366886267
qua,1407,0.00015459598366886267
Unb,1404,0.00015426635470581603
trä,1403,0.0001541564783848005
Bat,1401,0.00015393672574276943
Ihn,1401,0.00015393672574276943
Eva,1397,0.00015349722045870728
Lud,1395,0.0001532774678166762
VfL,1395,0.0001532774678166762
Zür,1394,0.00015316759149566064
Fün,1393,0.00015305771517464513
ehr,1392,0.00015294783885362958
def,1388,0.00015250833356956743
Tar,1387,0.0001523984572485519
Rel,1386,0.00015228858092753634
tät,1382,0.0001518490756434742
Rai,1381,0.00015173919932245865
Pfe,1381,0.00015173919932245865
geä,1379,0.0001515194466804276
Sig,1378,0.00015140957035941204
Abl,1377,0.0001512996940383965
Ing,1375,0.0001510799413963654
dad,1374,0.0001509700650753499
Viz,1370,0.00015053055979128774
Abf,1364,0.0001498713018651945
elf,1363,0.00014976142554417896
Fab,1363,0.00014976142554417896
Hat,1363,0.00014976142554417896
zwi,1361,0.00014954167290214787
eno,1358,0.00014921204393910127
Bos,1358,0.00014921204393910127
Zuv,1355,0.00014888241497605466
Koo,1354,0.00014877253865503912
gei,1351,0.0001484429096919925
Klo,1350,0.00014833303337097697
obw,1347,0.00014800340440793033
Emi,1347,0.00014800340440793033
Sha,1346,0.00014789352808691482
att,1342,0.00014745402280285267
näh,1339,0.00014712439383980603
Urt,1338,0.0001470145175187905
Gmb,1335,0.00014668488855574388
stu,1334,0.00014657501223472834
197,1333,0.0001464651359137128
Paa,1330,0.0001461355069506662
Vil,1321,0.00014514662006152634
Pod,1320,0.0001450367437405108
ele,1317,0.0001447071147774642
mis,1316,0.00014459723845644865
Ala,1316,0.00014459723845644865
ame,1312,0.0001441577331723865
bzw,1310,0.0001439379805303554
Fen,1308,0.00014371822788832435
Pop,1307,0.0001436083515673088
Jur,1307,0.0001436083515673088
Cou,1306,0.00014349847524629326
kal,1305,0.00014338859892527772
Ira,1305,0.00014338859892527772
zuk,1304,0.0001432787226042622
Grö,1303,0.00014316884628324666
Luc,1299,0.0001427293409991845
Coa,1298,0.00014261946467816896
Thi,1297,0.00014250958835715342
Soc,1295,0.00014228983571512235
Kno,1292,0.00014196020675207572
Arz,1287,0.00014141082514699803
Bab,1286,0.0001413009488259825
Jür,1286,0.0001413009488259825
Teu,1282,0.00014086144354192033
Kna,1278,0.00014042193825785818
Jam,1275,0.00014009230929481158
tol,1275,0.00014009230929481158
Emm,1272,0.00013976268033176497
Def,1271,0.00013965280401074943
Nei,1269,0.00013943305136871834
Kad,1269,0.00013943305136871834
ide,1265,0.0001389935460846562
Für,1265,0.0001389935460846562
chi,1263,0.0001387737934426251
Ziv,1261,0.00013855404080059404
Zun,1261,0.00013855404080059404
Fok,1261,0.00013855404080059404
Elf,1259,0.00013833428815856295
Sän,1258,0.00013822441183754743
neg,1258,0.00013822441183754743
exp,1258,0.00013822441183754743
Ram,1255,0.0001378947828745008
Jub,1251,0.00013745527759043865
Bin,1249,0.00013723552494840756
Bud,1249,0.00013723552494840756
BIL,1248,0.00013712564862739204
glü,1248,0.00013712564862739204
Wär,1247,0.0001370157723063765
Arg,1243,0.00013657626702231435
Ott,1242,0.0001364663907012988
Räu,1239,0.0001361367617382522
Glo,1231,0.00013525775117012787
Lam,1230,0.00013514787484911236
Rap,1223,0.00013437874060200357
glo,1223,0.00013437874060200357
Lev,1222,0.00013426886428098803
Gün,1222,0.00013426886428098803
Pkw,1219,0.00013393923531794142
Zim,1216,0.00013360960635489482
Rev,1214,0.00013338985371286373
Pak,1214,0.00013338985371286373
Hum,1211,0.00013306022474981712
Pok,1207,0.00013262071946575494
AfD,1205,0.00013240096682372388
wil,1204,0.00013229109050270834
SPÖ,1201,0.00013196146153966173
Thü,1200,0.0001318515852186462
mag,1199,0.00013174170889763064
Rud,1196,0.00013141207993458404
ord,1195,0.0001313022036135685
Küh,1194,0.00013119232729255295
Hig,1192,0.0001309725746505219
Abt,1191,0.00013086269832950634
mar,1190,0.0001307528220084908
Cre,1189,0.00013064294568747526
Fed,1188,0.00013053306936645974
AFX,1186,0.00013031331672442865
Alk,1182,0.0001298738114403665
Fig,1182,0.0001298738114403665
Meg,1179,0.00012954418247731987
Vog,1179,0.00012954418247731987
abh,1177,0.0001293244298352888
süd,1177,0.0001293244298352888
Ast,1175,0.00012910467719325772
Mio,1175,0.00012910467719325772
Änd,1169,0.0001284454192671645
kre,1168,0.00012833554294614896
Dea,1166,0.00012811579030411787
Bäu,1165,0.00012800591398310233
Mig,1163,0.00012778616134107127
les,1163,0.00012778616134107127
abw,1158,0.00012723677973599357
blo,1155,0.00012690715077294697
Opp,1155,0.00012690715077294697
Prü,1155,0.00012690715077294697
Bae,1148,0.00012613801652583818
Sow,1146,0.00012591826388380712
Hos,1144,0.00012569851124177603
Lew,1140,0.00012525900595771388
hef,1139,0.00012514912963669834
Hea,1138,0.0001250392533156828
Swi,1137,0.00012492937699466725
lee,1130,0.0001241602427475585
Rez,1128,0.0001239404901055274
Nag,1123,0.0001233911085004497
Sum,1123,0.0001233911085004497
Dow,1120,0.0001230614795374031
imp,1120,0.0001230614795374031
Höc,1119,0.00012295160321638756
Mir,1119,0.00012295160321638756
Rem,1117,0.0001227318505743565
Ohn,1116,0.00012262197425334096
Lok,1114,0.00012240222161130987
Müh,1111,0.00012207259264826326
Log,1111,0.00012207259264826326
men,1109,0.00012185284000623219
Dep,1107,0.00012163308736420111
gea,1106,0.00012152321104318557
hau,1103,0.00012119358208013895
Him,1102,0.00012108370575912342
Rou,1101,0.00012097382943810787
Trä,1101,0.00012097382943810787
wed,1098,0.00012064420047506127
Sky,1097,0.00012053432415404572
Tip,1096,0.00012042444783303018
das,1093,0.00012009481886998357
Zeh,1093,0.00012009481886998357
Due,1092,0.00011998494254896803
RKI,1091,0.0001198750662279525
Niv,1090,0.00011976518990693695
Gip,1089,0.00011965531358592141
max,1088,0.00011954543726490588
Ali,1086,0.0001193256846228748
Lab,1085,0.00011921580830185926
Stö,1081,0.00011877630301779711
DFB,1080,0.00011866642669678156
Clo,1077,0.00011833679773373496
Ulr,1076,0.00011822692141271941
Bee,1074,0.00011800716877068834
Loh,1073,0.0001178972924496728
Dec,1071,0.00011767753980764172
Ral,1071,0.00011767753980764172
Aff,1069,0.00011745778716561065
anb,1067,0.00011723803452357957
VfB,1067,0.00011723803452357957
Etw,1063,0.00011679852923951742
dei,1061,0.00011657877659748633
sex,1061,0.00011657877659748633
prü,1060,0.0001164689002764708
CSU,1059,0.00011635902395545526
Hag,1059,0.00011635902395545526
ruh,1057,0.00011613927131342418
Cal,1057,0.00011613927131342418
Mec,1055,0.0001159195186713931
Abb,1054,0.00011580964235037756
fäh,1053,0.00011569976602936203
loc,1052,0.00011558988970834649
Eff,1050,0.00011537013706631541
Öko,1047,0.00011504050810326879
Cho,1046,0.00011493063178225326
Kür,1043,0.00011460100281920664
ank,1039,0.00011416149753514449
Pek,1039,0.00011416149753514449
Reu,1038,0.00011405162121412895
Hoh,1036,0.00011383186857209787
Ori,1035,0.00011372199225108234
küm,1032,0.00011339236328803572
ret,1032,0.00011339236328803572
Ron,1031,0.00011328248696702018
abl,1026,0.00011273310536194248
psy,1023,0.00011240347639889588
Erö,1019,0.00011196397111483371
May,1015,0.00011152446583077156
Wur,1014,0.00011141458950975603
Aud,1013,0.00011130471318874049
sod,1011,0.00011108496054670941
RTL,1009,0.00011086520790467834
umz,1005,0.00011042570262061618
bla,1003,0.0001102059499785851
Pie,1003,0.0001102059499785851
Jap,997,0.00010954669205249188
fro,997,0.00010954669205249188
196,996,0.00010943681573147633
Gab,996,0.00010943681573147633
Pin,995,0.0001093269394104608
Bol,992,0.00010899731044741418
run,992,0.00010899731044741418
Lar,990,0.0001087775578053831
Bün,990,0.0001087775578053831
urs,989,0.00010866768148436756
Lüb,988,0.00010855780516335203
Büc,986,0.00010833805252132096
Joa,985,0.00010822817620030541
Spä,984,0.00010811829987928987
Ext,983,0.00010800842355827434
TSV,980,0.00010767879459522772
600,976,0.00010723928931116557
Seh,970,0.00010658003138507233
Slo,970,0.00010658003138507233
Ska,969,0.0001064701550640568
Thu,969,0.0001064701550640568
Hon,967,0.00010625040242202572
ert,966,0.00010614052610101018
tut,966,0.00010614052610101018
Dut,965,0.00010603064977999465
Sab,965,0.00010603064977999465
Obw,964,0.0001059207734589791
Uhr,963,0.00010581089713796356
Abr,963,0.00010581089713796356
Kni,962,0.00010570102081694803
Sub,962,0.00010570102081694803
Ede,961,0.00010559114449593248
